物件種別,物件コード,問合せコード,外部物件区分,外部物件コード,現況,公開状態,エラー,賃料,間取,所在階,築年月,物件名,フリガナ,所在地,管理費,共益費,敷金,礼金,保証金,敷引,更新料,面積（土地）,面積（専有）,坪数(代表),坪単価(代表),物件確認日,登録日,更新日,自社先物,取引態様,業者名,元付担当者,TEL,駐車場,物件メモ,郵便番号
倉庫,R00177-004561,,,,空,公開可,無,330000,,階,1997年03月,福岡県筑紫野市二日市南2丁目の貸倉庫・事務所【66坪】,,福岡県筑紫野市二日市南２丁目11-20,,,3.00,,,,,,221.40,66.97,4928,2026/07/06,"2026/07/06 12:14","2026/07/06 17:21",先物(仲介),,天神ホーム（株）,-,"=""092-922-6012""",,,8180057
倉庫,R00177-004558,,,,建築中,公開可,無,341000,,階,2027年01月,熊本県熊本市東区御領8丁目の貸倉庫・事務所【32坪】,,熊本県熊本市東区御領８丁目306-1,,,6.00,,,,,,108.16,32.71,10423,2026/07/10,"2026/07/02 13:31","2026/07/03 18:30",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア熊本東Ⅰ　B棟5号室,8618035
倉庫,R00177-004551,,,,居住中,公開可,無,253000,,階,1997年03月,福岡県久留米市東合川7丁目の貸倉庫・事務所【50坪】,,福岡県久留米市東合川７丁目2-2,,,3.00,1.00,,,10000,,168.00,50.82,4979,2026/07/03,"2026/06/23 14:26","2026/07/03 17:33",先物(仲介),,（株）不動産Ｒｅａｒｉｄｅ,-,"=""0942-65-3945""",空有,,8390809
貸地,R00177-004502,,,,更地,公開可,無,300000,,階,-,福岡県福岡市早良区東入部8丁目の貸地【299坪】,,福岡県福岡市早良区東入部８丁目1-8,,,3.00,,,,,990.00,,299.47,1002,2026/06/11,"2026/05/14 10:11","2026/07/03 15:44",先物(仲介),,（株）コルソ,-,"=""092-292-3098""",,"地番：357番1
7/3物確：店舗・事業所など建築する場合のみ契約可（更地契約不可）",8111102
貸地,R00177-004548,,,,更地,公開可,無,750000,,階,-,福岡県北九州市小倉南区沼新町1丁目の貸地【473坪】,,福岡県北九州市小倉南区沼新町１丁目1004-50,,,3.00,,,,,1565.74,,473.63,1584,2026/07/03,"2026/06/22 10:53","2026/07/03 15:42",先物(仲介),,有限会社フィンテック,-,"=""093-644-8600""",,"住所：沼新町1丁目1付近
内覧：オーナーが近くにお住まいのため日時だけ事前に連絡くださいとの事",8000218
倉庫,R00177-004524,,,,空,公開可,無,960000,,階,1995年03月,福岡県大牟田市大字手鎌の貸倉庫【319坪】,,福岡県大牟田市大字手鎌1380-13,,,3.00,,,,,,1056.00,319.44,3006,2026/07/22,"2026/06/05 12:05","2026/07/03 11:53",先物(仲介),,株式会社日本ハウジング情報センター,-,"=""096-363-7113""",空有,,8360004
貸地,R00177-004557,,,,更地,公開可,無,374000,,階,-,福岡県大野城市御笠川2丁目の貸地【186坪】,,福岡県大野城市御笠川２丁目5,,,5.00,,,,,618.05,,186.96,2001,2026/07/16,"2026/07/02 11:58","2026/07/02 18:34",先物(仲介),,藤生企画有限会社,-,"=""092-503-5002""",,住所：2丁目5-2裏付近,8160912
倉庫,R00177-004318,,,,居住中,アーカイブ(成約),無,715000,,階,2010年06月,福岡県筑紫野市上古賀4丁目の貸倉庫・事務所【100坪】,,福岡県筑紫野市上古賀４丁目16-7,,,6.00,,,,,,331.20,100.18,7137,2026/05/28,"2025/10/10 12:01","2026/07/02 17:13",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア筑紫野ⅠB棟,8180041
倉庫,R00177-004100,,,,空,公開可,無,286000,,階,2025年10月,山口県下関市清末千房2丁目の貸倉庫・事務所【40坪】,,山口県下関市清末千房２丁目46-1,,,6.00,,,,,993.81,132.61,40.11,7130,2026/07/10,"2025/01/30 17:33","2026/07/02 17:12",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア下関Ⅱ　3号室,7501163
倉庫,R00177-004099,,,,空,公開可,無,286000,,階,2025年10月,山口県下関市清末千房2丁目の貸倉庫・事務所【40坪】,,山口県下関市清末千房２丁目46-1,,,6.00,,,,,993.81,132.61,40.11,7130,2026/07/10,"2025/01/30 17:32","2026/07/02 17:12",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア下関Ⅱ　2号室,7501163
倉庫,R00177-004117,,,,空,アーカイブ(成約),無,770000,,階,2025年10月,福岡県朝倉郡筑前町栗田の貸倉庫【201坪】,,福岡県朝倉郡筑前町栗田2681-4,,,3.00,,,3.00,,1337.67,665.00,201.16,3828,2026/05/28,"2025/02/14 14:44","2026/07/02 17:11",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,"オフィスストレージ筑前Ⅰ　A棟
住所：筑前町栗田2680-1の隣
※キャンペーン中、マッチングのみ",8380801
倉庫,R00177-004414,,,,建築中,アーカイブ(成約),無,539000,,階,2026年08月,福岡県糟屋郡新宮町大字原上の貸倉庫【78坪】,,福岡県糟屋郡新宮町大字原上1704-1,,,6.00,,,,,,259.35,78.45,6871,2026/05/28,"2026/02/06 11:54","2026/07/02 17:02",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスストレージ新宮Ⅰ　B棟2号室,8110101
倉庫,R00177-004383,,,,空,公開可,無,385000,,階,1977年10月,福岡県福岡市西区小戸4丁目の貸倉庫【75坪】,,福岡県福岡市西区小戸４丁目31-16,,,6.00,1.00,,,,,250.48,75.77,5082,2026/06/24,"2026/01/14 10:01","2026/07/02 08:50",先物(仲介),,（株）かねしん不動産,-,"=""092-866-0858""",空有,1/16物確：建物が古くアスベスト使用履歴があるため人が常駐するような用途は不可,8190001
店舗事務所(建物一括),R00177-004450,,,,居住中,アーカイブ(成約),無,770000,,階,2014年10月,福岡県糟屋郡久山町大字久原の貸店舗【56坪】,,福岡県糟屋郡久山町大字久原942-1,,,5.00,,,1.00,,1250.22,186.72,56.48,13633,2026/07/01,"2026/03/16 13:50","2026/07/01 16:47",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,豊田,"=""092-409-0188""",空有,"オーナー反響：㈱井上建設（井上精一様）
※マッチングのみ
売買あり：B00177-000451",8112501
倉庫,R00177-004556,,,,築後未入居,公開可,無,242000,,階,2026年06月,福岡県春日市昇町6丁目の貸倉庫・事務所【29坪】,,福岡県春日市昇町６丁目20,,,4.00,,,,,,99.00,29.94,8081,2026/07/01,"2026/07/01 15:18","2026/07/01 15:24",先物(仲介),,ブルーエステート株式会社,-,"=""092-558-0345""",空有,"Ｋ．Ｎ６－２０倉庫事務所 A",8160851
倉庫,R00177-004442,,,,居住中,アーカイブ(成約),無,330000,,階,2016年07月,福岡県北九州市小倉北区上富野1丁目の貸倉庫・事務所【43坪】,,福岡県北九州市小倉北区上富野１丁目4-1-1,,,4.00,,,,,,142.20,43.01,7672,2026/05/28,"2026/03/12 11:40","2026/07/01 09:45",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア上富野Ⅰ　A棟1号室,8020022
貸地,R00177-004518,,,,更地,公開可,無,400000,,階,-,福岡県北九州市小倉南区大字母原の貸地【464坪】,,福岡県北九州市小倉南区大字母原88,,,,3.00,,,,1535.50,,464.48,862,2026/06/30,"2026/06/01 11:43","2026/06/30 16:40",先物(仲介),,株式会社アークヒルズ,-,"=""093-962-8448""",,内覧立ち合い（ワダ様宛）水日休み,8030187
貸地,R00177-004131,,,,更地,アーカイブ(成約),無,550000,,階,-,福岡県北九州市小倉北区西港町の貸地【280坪】,,福岡県北九州市小倉北区西港町15-6,,,1.00,,,,,928.00,,280.72,1960,2026/06/30,"2025/02/26 10:54","2026/06/30 16:39",先物(仲介),,(有)リサーチ,-,"=""093-883-6568""",,,8030801
倉庫,R00177-003950,,,,空,アーカイブ(成約),無,330000,,階,1991年03月,福岡県糟屋郡新宮町美咲1丁目の貸倉庫【44坪】,,福岡県糟屋郡新宮町美咲１丁目3-8,,,3.00,,,,11000,,148.53,44.93,7345,2026/06/29,"2024/09/09 15:01","2026/06/29 11:14",先物(仲介),,（有）ターザン,-,"=""092-753-8566""",空有,仲介中,8110121
倉庫,R00177-004545,,,,居住中,公開可,無,880000,,階,1978年10月,福岡県福岡市東区松島4丁目の貸工場【146坪】,,福岡県福岡市東区松島４丁目6-8,,,2.00,2.00,,,,,484.10,146.44,6010,2026/07/29,"2026/06/18 14:57","2026/06/29 09:33",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,豊田,"=""092-409-0188""",空有,"オーナー反響：ピーアンドディービジネス㈱
※豊田さん担当

産廃・外国籍企業基本的NG
短期貸相談可",8130062
倉庫,R00177-004457,,,,空,公開可,無,450000,,階,1976年01月,福岡県久留米市田主丸町以真恵の貸工場【379坪】,,福岡県久留米市田主丸町以真恵254-2,,,6.00,2.00,,,,,1255.00,379.63,1186,2026/06/23,"2026/03/24 16:50","2026/06/26 18:15",先物(仲介),,えがしら不動産。,-,"=""0942-48-0575""",空有,"サイト掲載不可、マッチングのみ
内覧立ち合い
定借5年（再契約可）
写真撮影不可

①天井、換気扇なし、自然換気のため、屋根と壁の間に隙間あり
　台風や強雨の際は、水が垂れてくる恐れあり
②火災報知器、未設置、契約後オーナーにて設置予定
　天高9mあるため、火災報知器設置後も煙を感知しない可能性あり
　過去、火災の実績はなしだが、オーナー気になるポイントとのこと
③4年前の豪雨により前面道路浸水。物件自体に影響はなし",8391223
倉庫,R00177-004554,,,,築後未入居,公開可,無,250000,,階,2026年05月,福岡県福岡市南区向新町2丁目の貸倉庫・事務所【22坪】,,福岡県福岡市南区向新町２丁目8-28,,,750000,,,,,,75.35,22.79,10969,2026/06/26,"2026/06/26 10:13","2026/06/26 14:57",先物(仲介),,(株)フェリックスアールイー,-,"=""092-533-0115""",空有,FERIX向新町　C,8111345
倉庫,R00177-004553,,,,築後未入居,公開可,無,242000,,階,2025年12月,福岡県福岡市東区和白1丁目の貸倉庫・事務所【19坪】,,福岡県福岡市東区和白１丁目1-29,,,726000,,,,,,64.59,19.53,12386,2026/06/26,"2026/06/26 10:09","2026/06/26 14:57",先物(仲介),,(株)フェリックスアールイー,-,"=""092-533-0115""",空有,"FERIX和白 B",8110202
倉庫,R00177-004543,,,,空,公開可,無,7700,,階,1969年02月,山口県防府市平和町の貸倉庫・事務所【9坪】,,山口県防府市平和町17-11,,,,,,,,,32.05,9.69,795,2026/07/29,"2026/06/17 15:40","2026/06/26 11:37",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",無,"オーナー反響：江崎内装
建物2階部分
前テナント：2年前くらいまで肥料保管場所として使用",7470043
倉庫,R00177-004465,,,,空,アーカイブ(成約),無,540000,,階,2006年08月,福岡県糟屋郡粕屋町大字柚須の貸倉庫【119坪】,,福岡県糟屋郡粕屋町大字柚須127-4,,,1.00,1.00,,,,,396.00,119.79,4508,2026/05/29,"2026/04/02 15:47","2026/06/25 17:42",先物(仲介),,Aｌｖｉｓアセットマネジメント（株）,-,"=""092-752-3600""",空有,5/1物確：工場利用相談可、定借1年,8112305
倉庫,R00177-004486,,,,空,アーカイブ(成約),無,250800,,階,2026年04月,福岡県那珂川市松木2丁目の貸倉庫・事務所【28坪】,,福岡県那珂川市松木２丁目176,,,3.00,,,,,,92.68,28.03,8946,2026/05/29,"2026/04/22 12:08","2026/06/25 17:36",先物(仲介),,(株)ネクステップ,-,"=""092-953-3040""",空有,"Work Place Nakagawa 2",8111251
倉庫,R00177-004488,,,,空,アーカイブ(成約),無,200000,,階,1990年12月,福岡県糸島市潤3丁目の貸倉庫【31坪】,,福岡県糸島市潤３丁目380,,,3.00,1.00,,,,,105.47,31.9,6269,2026/05/29,"2026/04/23 14:35","2026/06/25 17:00",先物(仲介),,三愛地建（株）,-,"=""092-322-0108""",空有,,8191105
店舗事務所(建物一括),R00177-004188,,,,空,アーカイブ(成約),無,1650000,,階,1994年07月,福岡県古賀市天神4丁目の貸店舗・事務所【236坪】,,福岡県古賀市天神４丁目4-25,,,3.00,,,,,1840.34,781.80,236.49,6977,2026/05/29,"2025/04/16 12:05","2026/06/25 16:27",先物(仲介),,（株）エリアプロジェクト,-,"=""092-738-8858""",空有,4/23　立地ライズへ物確、図面依頼,8113101
倉庫,R00177-004394,,,,居住中,アーカイブ(成約),無,550000,,階,1991年02月,福岡県太宰府市水城1丁目の貸倉庫【96坪】,,福岡県太宰府市水城１丁目6-20,,,4.00,,,,1.00,,319.40,96.61,5693,2026/05/29,"2026/01/23 10:22","2026/06/24 18:05",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,"住所：水城1丁目6-20
倉庫内のエアコン、天井、壁、現入居者撤去（スケルトン渡し）
敷地内の電柱およびキュービクル撤去　（撤去後電灯は接続予定）
クレーン2t
井戸水
2026.6月以降引渡し",8180131
倉庫,R00177-004190,,,,居住中,アーカイブ(成約),無,528000,,階,2006年03月,福岡県柳川市七ツ家の貸倉庫・工場【205坪】,,福岡県柳川市七ツ家151,,,4.00,2.00,,,,1766.80,678.25,205.17,2574,2026/05/29,"2025/04/17 15:17","2026/06/24 17:54",先物(仲介),,(株)ヤマダエステート,-,"=""0944-72-4810""",空有,"内覧立ち合い
動力あり（共用）、クレーン300kg
奥の建物はオーナ使用、
南側角の敷地は駐車スペースとして使用可",8320087
倉庫,R00177-004243,,,,空,公開可,無,268372,,階,1995年08月,福岡県福岡市博多区西月隈1丁目の貸倉庫・事務所【32坪】,,福岡県福岡市博多区西月隈１丁目6-6,,,6.00,,,,,,107.54,32.53,8250,2026/06/24,"2025/06/25 11:26","2026/06/24 15:47",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,三弘エアポートビルⅡ　1号室,8120857
倉庫,R00177-004267,,,,空,アーカイブ(成約),無,660000,,階,1970年06月,福岡県北九州市小倉北区西港町の貸倉庫【193坪】,,福岡県北九州市小倉北区西港町104-2,,,2.00,2.00,,,,,640.00,193.6,3410,2026/05/29,"2025/07/29 11:42","2026/06/24 14:40",先物(仲介),,榎本ビル商事（株）,-,"=""093-531-4488""",空有,"西港町第３倉庫 B倉庫
対面に共有トイレあり　使用可（日本紙運輸様事務所内）
倉庫内：奥行29.8m　横21.2m
間口：横3.7m　高さ4.0m",8030801
倉庫,R00177-004324,,,,空,アーカイブ(成約),無,605000,,階,1975年11月,福岡県福津市西福間3丁目の貸倉庫【198坪】,,福岡県福津市西福間３丁目26-43,,,3.00,1.00,,,,1143.88,657.80,198.98,3041,2026/06/11,"2025/10/17 11:06","2026/06/23 09:41",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,豊田,"=""092-409-0188""",空有,"オーナー反響：力丸様
井戸水（ポンプ稼働しない可能性あり）、トイレ無し
天井高：8.5m",8113219
店舗事務所(建物一部),R00177-004549,,,,建築中,公開可,無,363000,,階,2026年08月,福岡県大野城市栄町3丁目の貸店舗・事務所【29坪】,,福岡県大野城市栄町３丁目1-31,,,1.00,,,,,,98.26,29.72,12213,2026/06/22,"2026/06/22 12:01","2026/06/22 14:24",先物(仲介),,（株）メイク・コーポレーション,-,"=""092-574-8881""",空有,,8160924
倉庫,R00177-004547,,,,居住中,公開可,無,297000,,階,1970年04月,福岡県八女郡広川町大字新代の貸倉庫【98坪】,,福岡県八女郡広川町大字新代1438-6,,,3.00,,,,11000,,326.18,98.66,3011,2026/06/19,"2026/06/19 15:24","2026/06/19 16:45",先物(仲介),,（株）ダイナックス,-,"=""0942-22-1066""",空有,,8340115
貸地,R00177-004546,,,,更地,公開可,無,420000,,階,-,福岡県久留米市上津町の貸地【421坪】,,福岡県久留米市上津町2192-263,,,6.00,1.00,,,22000,1395.00,,421.98,996,2026/06/19,"2026/06/19 11:20","2026/06/19 16:45",先物(仲介),,（株）ホームスター不動産管理,-,"=""0942-65-3504""",,,8300052
店舗事務所(建物一部),R00177-004325,,,,空,公開可,無,704000,,階,1999年10月,福岡県北九州市小倉南区石田南3丁目の貸ビル【483坪】,,福岡県北九州市小倉南区石田南３丁目1-12,,,6.00,,,,,2976.28,1597.77,483.32,1457,2026/06/19,"2025/10/20 13:39","2026/06/19 13:44",先物(仲介),,（株）ニューガイア　北九州営業所,-,"=""093-953-6214""",空有,"6/19物確：住宅街で隣に体調の優れない人が住んでいるため24時間稼働の業種不可（夜は21時頃まで）
元は倉庫として使用",8020836
倉庫,R00177-004124,,,,築後未入居,アーカイブ(成約),無,10630000,,階,2025年02月,福岡県福岡市東区松島4丁目の貸倉庫【2246坪】,,福岡県福岡市東区松島４丁目9-36,,,,,,,,3495.36,7425.21,2246.12,4733,2026/06/11,"2025/02/19 12:01","2026/06/18 18:16",先物(仲介),,株式会社センチュリーダイソー　福岡支店,豊田,"=""092-409-0188""",空有,"※非公開、マッチングのみ
豊田さん担当物件",8130062
倉庫,R00177-004544,,,,空,公開可,無,550000,,階,1997年05月,福岡県那珂川市大字埋金の貸倉庫【112坪】,,福岡県那珂川市大字埋金818,,,3000000,,,,5500,,370.87,112.18,4903,2026/06/18,"2026/06/18 11:58","2026/06/18 16:32",先物(仲介),,新生不動産,-,"=""092-551-2364""",空有,,8111232
倉庫,R00177-004542,,,,空,公開可,無,1980000,,階,1990年02月,福岡県糟屋郡須惠町大字植木の貸工場【267坪】,,福岡県糟屋郡須惠町大字植木1302,,,5.00,,,,,2587.00,884.29,267.49,7402,2026/06/17,"2026/06/17 15:05","2026/06/17 16:03",先物(仲介),,入江不動産株式会社,-,"=""092-933-0001""",空有,,8112112
倉庫,R00177-004533,,,,居住中,公開可,無,2750000,,階,1998年01月,福岡県北九州市小倉北区西港町の貸倉庫・工場【684坪】,,福岡県北九州市小倉北区西港町72-24,,,2.00,2.00,,,,6992.98,2262.56,684.42,4018,2026/06/12,"2026/06/12 15:25","2026/06/17 12:00",先物(仲介),,株式会社ミクニ,-,"=""093-541-0392""",空有,,8030801
店舗事務所(建物一括),R00177-004205,,,,空,公開可,無,770000,,階,1995年05月,福岡県久留米市東合川2丁目の貸事務所【394坪】,,福岡県久留米市東合川２丁目5-27,,,6.00,,,,,1153.77,1303.12,394.19,1954,2026/06/17,"2025/05/07 10:45","2026/06/17 11:38",先物(仲介),,昭和不動産（株）,-,"=""0942-39-2811""",空有,エレベーター無し,8390809
