暔審庬暿,暔審僐乕僪,栤崌偣僐乕僪,奜晹暔審嬫暘,奜晹暔審僐乕僪,尰嫷,岞奐忬懺,僄儔乕,捓椏,娫庢,強嵼奒,抸擭寧,暔審柤,僼儕僈僫,強嵼抧,娗棟旓,嫟塿旓,晘嬥,楃嬥,曐徹嬥,晘堷,峏怴椏,柺愊乮搚抧乯,柺愊乮愱桳乯,捸悢(戙昞),捸扨壙(戙昞),暔審妋擣擔,搊榐擔,峏怴擔,帺幮愭暔,庢堷懺條,嬈幰柤,尦晅扴摉幰,TEL,挀幵応,暔審儊儌,梄曋斣崋
憅屔,R00175-015722,,,,,岞奐壜,柍,1320000,,奒,1992擭07寧,悂揷巗撿嬥揷1挌栚偺戄憅屔亂224捸亃,,戝嶃晎悂揷巗撿嬥揷侾挌栚8-8,,,4800000,2640000,,,,542.31,742.27,224.53,5879,2026/07/27,"2026/07/27 11:12","2026/07/31 09:45",愭暔(拠夘),,姅幃夛幮僗儁乕僗丒儕乕僟乕,-,"=""06-6310-7510""",嬻桳,丒A搹,5640044
憅屔,R00175-014791,,,,嬻,傾乕僇僀僽(惉栺),柍,,,奒,2026擭03寧,暫屔導惣媨巗柭旜昹2挌栚偺戄憅屔亂2419捸亃,,暫屔導惣媨巗柭旜昹俀挌栚1-19,,,,,6.00,,,4064.00,7996.93,2419.07,,2026/05/28,"2025/06/06 11:26","2026/07/31 09:44",愭暔(拠夘),,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,扴摉丗搰杮,"=""06-6136-0555""",嬻桳,"丒搰杮偝傫梐偐傝暔審
丒捓椏丗11,000墌仸暿搑岝擬旓亄惔憒旓梫
",6638142
揦曑帠柋強(寶暔堦妵),R00175-015246,,,,嬻,曐棷,柍,715000,,奒,2003擭03寧,枼柺巗嶗堜3挌栚偺戄揦曑丒帠柋強亂158捸亃,,戝嶃晎枼柺巗嶗堜俁挌栚1-10,,,,,6.00,,,,524.30,158.6,4509,2026/07/06,"2026/01/05 11:48","2026/07/30 13:11",愭暔(拠夘),,乮姅乯戄價儖忣曬,-,"=""06-6231-4600""",嬻桳,曱嶳偝傫偵偰惉栺梊掕丂2026.7.30,5620043
岺応,R00175-014241,,,,嬻,傾乕僇僀僽(惉栺),柍,880000,,奒,1971擭01寧,暫屔導扥攇幝嶳巗彫栰怴偺戄岺応亂226捸亃,,暫屔導扥攇幝嶳巗彫栰怴248-1,,,3.00,1.00,,,,2644.62,748.76,226.49,3886,2026/07/24,"2024/10/07 18:15","2026/07/30 13:07",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媑揷夒,"=""06-6136-0555""",,捓椏DOWN93.5枩仺88枩乮惻崬傒乯丂2025.5.14,6692523
戄抧,R00175-014328,,,,峏抧,傾乕僇僀僽(惉栺),柍,462000,,奒,-,暫屔導扥攇幝嶳巗彫栰怴偺戄搚抧亂850捸亃,,暫屔導扥攇幝嶳巗彫栰怴248-1,,,3.00,1.00,,,,2809.91,,849.99,544,2026/07/24,"2024/11/08 16:31","2026/07/30 13:07",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媑揷夒,"=""06-6136-0555""",,"捓椏DOWN51.7枩仺46.2枩丂2025.5.14
攧攦偵側傞偲偺偙偲偱宖嵹STOP丂媑揷夒偝傫傛傝丂2026.7.30",6692523
憅屔,R00175-015608,,,,嬻,岞奐壜,柍,0,,1奒,2025擭10寧,嫗搒晎敧敠巗敧敠堦僲捸偺戄憅屔亂500捸亃,,嫗搒晎敧敠巗敧敠堦僲捸115-1,,,,,,,,,1652.89,499.99,,2026/07/29,"2026/06/09 17:25","2026/07/29 17:44",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媑揷夒,"=""06-6136-0555""",嬻桳,"捸13,000墌",6148043
揦曑(寶暔堦妵),R00175-015572,,,,嬻,岞奐壜,柍,550000,,奒,1985擭05寧,暫屔導崅嵒巗徏梲3挌栚偺戄揦曑亂63捸亃,,暫屔導崅嵒巗徏梲俁挌栚12-1,,,,550000,1500000,,,587.00,209.71,63.43,8670,2026/07/23,"2026/05/28 14:09","2026/07/29 17:22",愭暔(拠夘),,乮姅乯僌儔儞僪僷乕僩僫乕,-,"=""079-456-1128""",嬻桳,,6760077
憅屔,R00175-015727,,,,嬻,岞奐壜,柍,660000,,奒,1993擭04寧,暫屔導恄屗巗恵杹嬫敀愳戜6挌栚偺戄憅屔亂118捸亃,,暫屔導恄屗巗恵杹嬫敀愳戜俇挌栚12-5,,,2.00,2.00,,,,,390.60,118.15,5586,2026/08/04,"2026/07/29 10:14","2026/07/29 15:58",愭暔(拠夘),,乮姅乯傾儖僼傽晄摦嶻斕攧,-,"=""078-754-6615""",嬻桳,,6540103
憅屔,R00175-015720,,,,巊梡拞,岞奐壜,柍,825000,,奒,1998擭03寧,戝嶃巗梽愳嬫嶰崙杮挰2挌栚偺戄憅屔亂145捸亃,,戝嶃晎戝嶃巗梽愳嬫嶰崙杮挰俀挌栚6-26,,,3.00,1.00,,,,276.62,481.14,145.54,5669,2026/07/23,"2026/07/23 13:29","2026/07/28 18:24",愭暔(拠夘),,嶰婎寶愝乮姅乯,-,"=""06-6304-0999""",柍,丒1-2奒晹暘,5320005
岺応,R00175-015636,,,,嬻,岞奐壜,柍,1100000,,奒,1959擭12寧,暫屔導恄屗巗挿揷嬫姟憯捠4挌栚偺戄岺応亂319捸亃,,暫屔導恄屗巗挿揷嬫姟憯捠係挌栚2-28,,,2.00,1.00,,,,784.80,1057.55,319.9,3439,2026/06/23,"2026/06/23 13:05","2026/07/28 18:15",愭暔(拠夘),,乮姅乯恄晲摪,-,"=""06-6766-4480""",嬻桳,,6530032
戄抧,R00175-015611,,,,峏抧,岞奐壜,柍,336000,,奒,-,撧椙導戝榓孲嶳巗堜屗栰挰偺戄抧亂559捸亃,,撧椙導戝榓孲嶳巗堜屗栰挰93-1,22000,,1.00,1.00,,,,1850.00,,559.62,601,2026/06/11,"2026/06/11 11:36","2026/07/28 17:30",愭暔(拠夘),,僷儗僗乮姅乯,-,"=""0742-53-8880""",,,6391104
憅屔,R00175-015441,,,,嬻,岞奐壜,柍,440000,,奒,1994擭04寧,撧椙導戝榓孲嶳巗堜屗栰挰偺戄憅屔亂85捸亃,,撧椙導戝榓孲嶳巗堜屗栰挰220,,,1320000,440000,,,,,281.46,85.14,5168,2026/06/12,"2026/04/02 11:50","2026/07/28 17:26",愭暔(拠夘),,婭擳崙壆彜帠乮姅乯,-,"=""0742-23-6554""",,,6391104
憅屔,R00175-015702,,,,,岞奐壜,柍,385000,,奒,2019擭06寧,戝嶃巗戝惓嬫撿壎壛搰1挌栚偺戄憅屔亂57捸亃,,戝嶃晎戝嶃巗戝惓嬫撿壎壛搰侾挌栚9-110,,,3.00,,,,,171.76,189.73,57.39,6709,2026/07/14,"2026/07/14 11:50","2026/07/27 17:48",愭暔(拠夘),,僕儍僗僩僕儍僷儞姅幃夛幮,-,"=""06-6581-0505""",,,5510021
憅屔,R00175-015715,,,,,岞奐壜,柍,1540000,,奒,1992擭06寧,戝嶃巗垻攞栰嬫揤墹帥挰杒3挌栚偺戄憅屔亂206捸亃,,戝嶃晎戝嶃巗垻攞栰嬫揤墹帥挰杒俁挌栚6-19,,,,,6.00,,,423.15,681.96,206.29,7466,2026/07/23,"2026/07/23 11:36","2026/07/27 17:45",愭暔(拠夘),,乮姅乯價儖僶儞僋,-,"=""06-7637-6363""",,,5450001
戄抧,R00175-015515,,,,峏抧,傾乕僇僀僽(惉栺),柍,1100000,,奒,-,帬夑導搶嬤峕巗媨憫挰偺戄抧亂1539捸亃,,帬夑導搶嬤峕巗媨憫挰,,,,1.00,5000000,,,5088.28,,1539.2,715,2026/05/11,"2026/05/11 11:27","2026/07/27 11:56",愭暔(拠夘),,屛搶晄摦嶻乮姅乯,-,"=""0748-45-5210""",,"丒応強丗僌乕僌儖儅僢僾偱偼丄媨憫挰160-2乮HOTEL R9 The Yard 搶嬤峕乯偺椬",5291404
憅屔,R00175-015518,,,,嬻,岞奐壜,柍,693000,,1奒,1997擭11寧,暫屔導昉楬巗峀敤嬫姉揷5挌栚偺戄憅屔亂142捸亃,,暫屔導昉楬巗峀敤嬫姉揷俆挌栚156,,,,715000,,,,505.05,471.26,142.55,4862,2026/06/29,"2026/05/11 13:01","2026/07/27 10:16",愭暔(拠夘),,乮姅乯俷俵俷俼俬,-,"=""079-234-5485""",嬻桳,,6711102
憅屔,R00175-015316,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,1奒,2010擭10寧,愹戝捗巗斅尨挰1挌栚偺戄憅屔亂103捸亃,,戝嶃晎愹戝捗巗斅尨挰侾挌栚12-19,,,6.00,,,3.00,,,341.45,103.28,3195,2026/06/17,"2026/02/06 11:41","2026/07/27 10:10",愭暔(拠夘),,乮姅乯俽俵俙俼俻倀俤,-,"=""072-245-9237""",嬻桳,"2026.4.14丂彜択拞丂2斣庤晄壜丂

丒A嬫夋",5950033
戄抧,R00175-015714,,,,峏抧,岞奐壜,柍,1000000,,奒,-,撧椙導撧椙巗崅敤挰搚抧亂526捸亃,,"撧椙導撧椙巗崅敤挰778-1,778-3,778-4",,,,,,,,1739.96,,526.33,1900,2026/07/22,"2026/07/22 16:56","2026/07/27 10:09",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,拞愳,"=""06-6136-0555""",,儅僢僠儞僌搊榐偺傒丂2026.7.27,6308301
戄抧,R00175-015721,,,,峏抧,岞奐壜,柍,521000,,奒,-,嫗搒晎忛梲巗悈庡捤僲栘偺戄抧亂521捸亃,,嫗搒晎忛梲巗悈庡捤僲栘46-1,,,,,1000000,,1.00,1722.65,,521.1,1000,2026/07/23,"2026/07/23 13:51","2026/07/27 09:19",愭暔(拠夘),,乮姅乯暯栰嫶彜帠,-,"=""06-4963-3625""",,,6100118
岺応,R00175-015710,,,,嬻,岞奐壜,柍,660000,,奒,1986擭08寧,枃曽巗懞栰崅尒戜偺攧岺応亂154捸亃,,戝嶃晎枃曽巗懞栰崅尒戜9-81,,,3.00,1.00,,,,214.23,512.16,154.92,4261,2026/07/17,"2026/07/17 10:38","2026/07/27 09:17",愭暔(拠夘),,俫俿儕僼僅乮姅乯,-,"=""06-6940-4050""",,丒攧攦偁傝丗B00175-000912,5730014
憅屔,R00175-015675,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,660000,,奒,2021擭10寧,暫屔導擈嶈巗尦昹挰侾挌栚偺戄憅屔亂43捸亃,,暫屔導擈嶈巗尦昹挰侾挌栚46-1,,,6.00,2.00,,,,242.97,145.20,43.92,15027,2026/07/23,"2026/07/03 11:00","2026/07/27 09:08",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,曱嶳,"=""06-6136-0555""",嬻桳,僆乕僫乕條偵偰惉栺丂2026.7.27,6600085
戄抧,R00175-015509,,,,峏抧,傾乕僇僀僽(惉栺),柍,2200000,,奒,-,崅捨巗戝捤挰俀挌栚偺戄抧亂400捸亃,,戝嶃晎崅捨巗戝捤挰俀挌栚1-28,,,22000000,,,,,1325.33,,400.91,5488,2026/07/24,"2026/05/08 11:41","2026/07/24 16:31",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,媨杮,"=""06-6136-0555""",,僱僢僩岞奐晄壜丄儅僢僠儞僌儊乕儖偺傒,5690034
揦曑(寶暔堦妵),R00175-013677,,,,嬻,岞奐壜,柍,1600000,,奒,1991擭09寧,戝嶃巗搶廧媑嬫杒揷曈4挌栚偺戄揦曑亂145捸亃,,戝嶃晎戝嶃巗搶廧媑嬫杒揷曈係挌栚23-4,,,11680000,,,,,,481.28,145.58,10990,2026/07/24,"2024/01/10 12:59","2026/07/24 16:05",愭暔(拠夘),,嬤揝晄摦嶻乮姅乯傾僙僢僩帠嬈杮晹,-,"=""06-6776-3040""",嬻桳,"2026.7.24
丒捓椏丗160.6枩墌仺160枩墌

2025.6.26丂惉栺仺暅妶",5460044
戄抧,R00175-015546,,,,,傾乕僇僀僽(惉栺),柍,660000,,奒,-,堬栘巗撿埨埿3挌栚偺戄抧亂261捸亃,,戝嶃晎堬栘巗撿埨埿俁挌栚1-20,,,3.00,1.10,,,,865.00,,261.66,2523,2026/07/24,"2026/05/19 13:48","2026/07/24 16:03",愭暔(拠夘),,妡扟晄摦嶻乮姅乯,-,"=""072-636-1110""",,"2026.7.24
柺愊丗261捸偐傜8.5捸偵側偭偨偨傔
丂丂丂傾乕僇僀僽偵曄峏",5670007
岺応,R00175-014583,,,,嬻,傾乕僇僀僽(惉栺),柍,847000,,奒,1980擭01寧,栧恀巗巐媨6挌栚偺戄岺応亂121捸亃,,戝嶃晎栧恀巗巐媨俇挌栚7-17,,,,2.00,6.00,,,591.00,402.07,121.62,6964,2026/07/24,"2025/03/12 14:41","2026/07/24 15:48",愭暔(拠夘),,乮姅乯嫤榓晄摦,-,"=""072-881-8177""",嬻桳,"捓椏DOWN93.5枩佀84.7枩丂2025.11.26
丒応強丗僌乕僌儖儅僢僾偱偼丄巐媨6挌栚7-19乮嶰嫶峾嵽儗乕僓乕岺応乯",5710017
揦曑帠柋強(寶暔堦妵),R00175-015559,,,,嫃廧拞,傾乕僇僀僽(惉栺),柍,3300000,,奒,1986擭06寧,戝嶃巗搶梽愳嬫壓怴彲5挌栚偺戄揦曑丒帠柋強亂295捸亃,,戝嶃晎戝嶃巗搶梽愳嬫壓怴彲俆挌栚7-8,,,5.00,3.00,,,,556.86,977.00,295.54,11166,2026/07/24,"2026/05/22 13:02","2026/07/24 15:45",愭暔(拠夘),,宨暉晄摦嶻乮姅乯,-,"=""06-6310-2101""",嬻桳,,5330021
揦曑(寶暔堦妵),R00175-015434,,,,嬻,傾乕僇僀僽(惉栺),柍,660000,,1奒,1992擭10寧,嶄巗惣嬫嶳揷1挌偺戄揦曑亂47捸亃,,戝嶃晎嶄巗惣嬫嶳揷侾挌17,,,4.00,2.00,,,,,155.90,47.15,13995,2026/07/24,"2026/03/31 11:31","2026/07/24 15:37",愭暔(拠夘),,乮姅乯儗儞僞儖僴僂僗撿戝嶃丂榓愹晎拞揦,-,"=""0725-46-0055""",嬻桳,,5938316
揦曑(寶暔堦妵),R00175-015402,,,,嬻,傾乕僇僀僽(惉栺),柍,550000,,1奒,2008擭11寧,戝嶃巗搒搰嬫栄攏挰5挌栚偺戄揦曑亂58捸亃,,戝嶃晎戝嶃巗搒搰嬫栄攏挰俆挌栚22-67,,,,,10.00,,,389.44,192.78,58.31,9432,2026/07/24,"2026/03/18 10:16","2026/07/24 15:36",愭暔(拠夘),,乮姅乯挿岺柋揦,-,"=""06-6921-1539""",嬻桳,"2026񒎞7
怽偟崬偁傝仺2斣庤曞廤偼扴摉幰晄嵼偺偨傔妋擣枹",5340001
憅屔,R00175-015564,,,,嬻,傾乕僇僀僽(惉栺),柍,413400,,奒,1977擭11寧,朙拞巗彲撪塰挰1挌栚偺戄憅屔亂63捸亃,,戝嶃晎朙拞巗彲撪塰挰侾挌栚2-5,,,3.00,2.00,,,,,210.00,63.52,6508,2026/07/24,"2026/05/26 13:03","2026/07/24 15:35",愭暔(拠夘),,乮桳乯僆僇儌僩僄僗僥乕僩,-,"=""06-6336-0506""",,,5610834
憅屔,R00175-014727,,,,嬻,岞奐壜,柍,539100,,奒,1946擭06寧,戝嶃巗惣梽愳嬫捪4挌栚偺戄憅屔亂83捸亃,,戝嶃晎戝嶃巗惣梽愳嬫捪係挌栚9-34,,,6.00,1.00,,,,397.70,276.35,83.59,6449,2026/07/24,"2025/05/20 14:04","2026/07/24 15:34",愭暔(拠夘),,僄僀儉丒僴僀乮姅乯,崅懞丗080-1456-6897,"=""072-768-8745""",,"2026.7.24
丒捓椏丗735,592墌仺539,100墌

2025.7.24
丒捓椏丗539,100墌仺735,592墌

2025.6.10
丒捓椏丗735,500墌仺539,100墌

仭扴摉幰丗崅懞條丂080-1456-6897",5550001
揦曑帠柋強(寶暔堦妵),R00175-015527,,,,嬻,岞奐壜,柍,1540000,,1奒,2014擭11寧,嫗搒晎嫗搒巗撿嬫媑徦堾惔悈挰偺戄揦曑丒帠柋強亂60捸亃,,嫗搒晎嫗搒巗撿嬫媑徦堾惔悈挰3,,,,1.00,6.00,,,495.86,199.75,60.42,25487,2026/08/04,"2026/05/12 13:15","2026/07/24 15:30",愭暔(拠夘),,捯晄摦嶻乮姅乯,-,"=""075-585-2540""",嬻桳,2026.7.24丂怽崬傒1審丄2斣庤壜丅,6018329
憅屔,R00175-015170,,,,嬻,傾乕僇僀僽(惉栺),柍,363000,,1奒,-,嶄巗拞嬫栄寠挰偺戄憅屔亂59捸亃,,戝嶃晎嶄巗拞嬫栄寠挰103-1,,3300,,,1320000,,,,196.40,59.41,6110,2026/07/24,"2025/11/26 13:44","2026/07/24 15:27",愭暔(拠夘),,乮桳乯僄乕儚儞儂乕儉,-,"=""072-271-4466""",嬻桳,丒E.F崋幒,5998266
岺応,R00175-015111,,,,嬻,傾乕僇僀僽(惉栺),柍,850000,,奒,1985擭01寧,戝嶃巗掃尒嬫崱捗杒1挌栚偺戄岺応亂142捸亃,,戝嶃晎戝嶃巗掃尒嬫崱捗杒侾挌栚1-21,,,1700000,1700000,,,,374.10,471.75,142.7,5957,2026/07/24,"2025/10/30 13:51","2026/07/24 15:24",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,-,"=""06-6975-7780""",嬻桳,"2026.5.29丂尦晅
嶰婎寶愝仺僩僠僞僥價儖僨傿儞僌
丒2嬫夋堦妵戄偟乮拞丒惣懁乯",5380041
憅屔,R00175-015609,,,,巊梡拞,傾乕僇僀僽(惉栺),柍,438000,,1奒,1990擭09寧,戝嶃巗搶惉嬫怺峕杒3挌栚偺戄憅屔亂72捸亃,,戝嶃晎戝嶃巗搶惉嬫怺峕杒俁挌栚6-14,,,1.00,2.00,,,,,238.57,72.16,6070,2026/07/09,"2026/06/11 11:09","2026/07/24 15:21",愭暔(拠夘),,姅幃夛幮僕乕僾儖,媣揷丗080-3802-0463,"=""06-4300-3494""",嬻桳,丒1奒晹暘,5370001
岺応,R00175-015549,,,,嬻,傾乕僇僀僽(惉栺),柍,1265000,,1奒,1973擭02寧,敧旜巗塱敤挰1挌栚偺戄岺応亂156捸亃,,戝嶃晎敧旜巗塱敤挰侾挌栚2-52,,,3.00,2.00,,,,842.71,516.12,156.12,8103,2026/07/24,"2026/05/19 14:31","2026/07/24 15:11",愭暔(拠夘),,姅幃夛幮僀儅僗丂棳捠帠嬈晹,-,"=""06-6209-7373""",嬻桳,"2026.6.22 3幮偐傜怽崬傒偁傝丂曞廤懪偪巭傔拞",5810083
岺応,R00175-015295,,,,嬻,傾乕僇僀僽(惉栺),柍,2035000,,奒,1973擭02寧,敧旜巗塱敤挰1挌栚偺戄岺応亂254捸亃,,戝嶃晎敧旜巗塱敤挰侾挌栚2-54,,,3.00,2.00,,,,842.71,840.47,254.24,8005,2026/07/24,"2026/01/26 11:43","2026/07/24 15:10",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,戝惣丗090-9680-7005,"=""06-6975-7780""",嬻桳,"2026.2.17丂2斣庤傑偱怽偟崬傒偁傝(3斣庤庴晅壜仸搒搙恑捇妋擣梫)

丒廧強丗塱敤挰1挌栚2-52丄54",5810083
岺応,R00175-015296,,,,嬻,傾乕僇僀僽(惉栺),柍,2805000,,奒,1973擭02寧,敧旜巗塱敤挰1挌栚偺戄岺応亂254捸亃,,戝嶃晎敧旜巗塱敤挰侾挌栚2-54,,,3.00,2.00,,,,2056.54,840.47,254.24,11033,2026/07/24,"2026/01/26 11:43","2026/07/24 15:10",愭暔(拠夘),,姅幃夛幮僩僠僞僥價儖僨傿儞僌,戝惣丗090-9680-7005,"=""06-6975-7780""",嬻桳,"2026.3.5丂怽偟崬傒墶暲傃偱庴晅拞(尰嵼4審偁傝)

2026.2.17丂
丒R00175-015295(2斣庤傑偱怽偟崬傒偁傝仸3斣庤庴晅壜)
仺忋婰暔審偺晘抧晅偒曞廤丅偙偪傜偼堷偒懕偒曞廤拞丅

丒廧強丗塱敤挰1挌栚2-52丄54丄56乮晘抧晅偒乯",5810083
戄抧,R00175-014919,,,,峏抧,岞奐壜,柍,450000,,奒,-,暫屔導恄屗巗杒嬫桳栰挰桳栰偺戄抧亂514捸亃,,暫屔導恄屗巗杒嬫桳栰挰桳栰66,,,,,6.00,,,1699.17,,513.99,876,2026/07/23,"2025/07/29 13:05","2026/07/23 16:09",愭暔(拠夘),,乮姅乯儕價儖僪儂乕儉,-,"=""0798-61-3463""",,2026.2.4惉栺佀暅妶,6511312
岺応,R00175-015415,,,,嬻,岞奐壜,柍,539100,,1奒,1946擭06寧,戝嶃巗惣梽愳嬫捪4挌栚偺戄岺応亂67捸亃,,戝嶃晎戝嶃巗惣梽愳嬫捪係挌栚9-34,,,6.00,1.00,,,,397.70,222.78,67.39,8000,2026/06/17,"2026/03/24 14:54","2026/07/23 15:15",愭暔(拠夘),,僄僀儉丒僴僀乮姅乯,-,"=""072-768-8745""",嬻桳,"2026.7.23
丒捓椏丗59.3枩墌仺53.91枩墌",5550001
揦曑帠柋強(寶暔堦妵),R00175-014203,,,,嬻,岞奐壜,柍,4400000,,奒,1973擭05寧,嫗搒晎嫗搒巗嵍嫗嬫壀嶈惉彑帥挰偺戄揦曑丒帠柋強亂598捸亃,,嫗搒晎嫗搒巗嵍嫗嬫壀嶈惉彑帥挰5-2,,,3.00,1.00,,,1.00,392.29,1978.27,598.42,7353,2026/07/23,"2024/09/17 11:42","2026/07/23 15:01",愭暔(拠夘),,"姅幃夛幮僌僢僪僴僂僕儞僌 巐忦塆娵揦",-,"=""075-708-3563""",嬻桳,"2026.6.17
丒捓椏丗407枩墌仺440枩墌
丒楃嬥丗1.10偐寧仺1.00偐寧

2025.10.7
丒捓椏丗440枩墌仺407枩墌
丒尦晅丗庪栰僐乕億儗乕僔儑儞仺姅幃夛幮僌僢僪僴僂僕儞僌 巐忦塆娵揦",6068343
憅屔,R00175-015550,,,,嬻,傾乕僇僀僽(惉栺),柍,385000,,奒,1990擭06寧,暫屔導壛屆愳巗壛屆愳挰旤擳棙偺戄憅屔亂184捸亃,,暫屔導壛屆愳巗壛屆愳挰旤擳棙435-2,,,3.00,3.00,,,,413.34,608.70,184.13,2091,2026/05/19,"2026/05/19 14:44","2026/07/23 15:01",愭暔(拠夘),,乮桳乯娸杮嫽嶻,-,"=""079-421-0075""",嬻桳,,6750062
揦曑(寶暔堦妵),R00175-014536,,,,嬻,岞奐壜,柍,368500,,奒,1984擭10寧,暫屔導恄屗巗暫屔嬫柀挰3挌栚偺戄揦曑亂46捸亃,,暫屔導恄屗巗暫屔嬫柀挰俁挌栚2-26,,,,2.00,,,,123.67,154.93,46.86,7863,2026/07/21,"2025/02/18 12:50","2026/07/23 14:32",愭暔(拠夘),,乮姅乯儕僒僀僘,-,"=""078-332-6107""",嬻桳,"丒攧攦偁傝丗B00175-001065
捓椏DOWN38.5枩佀36.85枩丂2025.12.4佀35.2枩丂2026.2.20佀36.85枩 2026.3.16

埬撪埲奜偺暔妋偼晄壜",6520812
憅屔,R00175-015513,,,,嬻,傾乕僇僀僽(惉栺),柍,6429500,,1奒,2005擭01寧,暫屔導惣媨巗柭旜昹3挌栚偺戄憅屔亂1169捸亃,,暫屔導惣媨巗柭旜昹俁挌栚7-6,,,3.00,1.00,,,,9492.03,3866.94,1169.74,5497,2026/05/08,"2026/05/08 15:35","2026/07/23 14:29",愭暔(拠夘),,姅幃夛幮俀倂俬俶,-,"=""06-6809-2525""",,,6638142
憅屔,R00175-015488,,,,嬻,傾乕僇僀僽(惉栺),柍,352000,,1奒,2026擭03寧,暫屔導恄屗巗搶撳嬫屼塭杮挰7挌栚偺戄憅屔亂20捸亃,,暫屔導恄屗巗搶撳嬫屼塭杮挰俈挌栚1-21,,,,3.00,1.00,,,,67.16,20.31,17327,2026/05/25,"2026/04/21 13:35","2026/07/23 14:23",愭暔(拠夘),,乮姅乯僂僢僪儚乕僋儂乕儉,-,"=""078-854-5515""",嬻桳,,6580046
憅屔,R00175-015135,,,,嫃廧拞,岞奐壜,柍,660000,,奒,1990擭09寧,暫屔導恄嶈孲巗愳挰墱偺戄憅屔亂206捸亃,,暫屔導恄嶈孲巗愳挰墱891-21,,,,1.00,1.00,,,1200.00,681.00,206,3204,2026/07/23,"2025/11/11 13:17","2026/07/23 14:12",愭暔(拠夘),,旘捁搚抧姅幃夛幮,-,"=""079-294-8091""",,丒廧強丗墱891-21-3丂丂2026.7.23丂摨偠晘抧偵3偮寶暔偁傝丄R00175-015136傕曞廤拞丅傕偆1偮偼僆乕僫乕巊梡拞丅,6792325
憅屔,R00175-015136,,,,巊梡拞,岞奐壜,柍,412500,,1奒,1979擭06寧,暫屔導恄嶈孲巗愳挰墱偺戄憅屔亂160捸亃,,暫屔導恄嶈孲巗愳挰墱891-3,,,,1.00,1.00,,,800.00,530.50,160.47,2571,2026/07/23,"2025/11/11 13:25","2026/07/23 14:09",愭暔(拠夘),,旘捁搚抧姅幃夛幮,-,"=""079-294-8091""",,2026.7.23丂悈夞傝側偟丅忢挀偡傞応崌偼怴愝偡傞昁梫偁傝丅摨偠晘抧偵3偮寶暔偑偁傝R00175-015135(66枩墌)傕曞廤拞丅傕偆1偮偼僆乕僫乕巊梡拞丅,6792325
岺応,R00175-015551,,,,嬻,傾乕僇僀僽(惉栺),柍,500000,,奒,1969擭06寧,暫屔導擈嶈巗師壆3挌栚偺戄岺応亂79捸亃,,暫屔導擈嶈巗師壆俁挌栚8-19,,,6.00,,,2.00,,,263.71,79.77,6268,2026/05/19,"2026/05/19 15:06","2026/07/23 14:00",愭暔(拠夘),,姅幃夛幮拞晲晄摦嶻,拞惣,"=""06-6433-1100""",,,6610965
憅屔,R00175-015480,,,,嬻,岞奐壜,柍,1430000,,奒,1998擭03寧,堬栘巗朙愳係挌栚偺戄憅屔亂327捸亃,,戝嶃晎堬栘巗朙愳係挌栚2-8,,,,,9900000,,,,1082.73,327.52,4367,2026/07/23,"2026/04/17 10:34","2026/07/23 13:37",愭暔(拠夘),,榓揷嶻嬈姅幃夛幮,徏壓,"=""072-654-0181""",嬻桳,2026.7.23暔妋丂165枩佀143枩乮惻崬乯,5670057
憅屔,R00175-015254,,,,嬻,傾乕僇僀僽(惉栺),柍,330000,,1奒,1982擭06寧,嫗搒晎塅帯巗埳惃揷挰嵒揷偺戄憅屔亂50捸亃,,嫗搒晎塅帯巗埳惃揷挰嵒揷147-2,,,3.00,1.00,,,1.00,300.00,167.00,50.51,6533,2026/07/06,"2026/01/07 12:02","2026/07/22 12:00",愭暔(拠夘),,揷拞廧尋乮姅乯,-,"=""0774-43-0001""",嬻桳,"彜択拞俀斣庤埬撪晄壜丂2026.7.22

2026.5.26丂惉栺佀暅妶

2026.3.13丂彜択拞(2斣庤晄壜)

丒1嬫夋戄偟",6110043
揦曑帠柋強(寶暔堦妵),R00175-015560,,,,,岞奐壜,柍,1430000,,2奒,1985擭11寧,栧恀巗枛峀挰偺戄揦曑帠柋強亂143捸亃,,戝嶃晎栧恀巗枛峀挰7-8,,,6.00,3.30,,,,,473.00,143.08,9995,2026/07/24,"2026/05/25 10:06","2026/07/22 09:43",帺幮,堦斒攠夘,姅幃夛幮僙儞僠儏儕乕僟僀僜乕,椡愇,"=""06-6136-0555""",嬻桳,,5710030
